[18:09:40] src/nnvm/legacy_json_util.cc:209: Loading symbol saved by previous version v0.8.0. Attempting to upgrade...
[18:09:40] src/nnvm/legacy_json_util.cc:217: Symbol successfully upgraded!
[18:09:40] src/io/iter_image_recordio_2.cc:172: ImageRecordIOParser2: ./caltech-256-10-train.rec, use 2 threads for decoding..
2019-12-17 18:27:29,099 End Batch callbacks time 0.00017762184143066406 secs
2019-12-17 18:27:30,442 Batch 57 compute time: 1.3408818244934082 secs
2019-12-17 18:27:30,476 Batch 57 update time: 0.03400874137878418 secs
2019-12-17 18:27:30,479 Batch 57 update metric time 0.0025701522827148438 secs
2019-12-17 18:27:30,480 Batch 57 prepare time 0.0004801750183105469 secs
2019-12-17 18:27:30,480 End Batch callbacks time 0.0001780986785888672 secs
2019-12-17 18:27:31,824 Batch 58 compute time: 1.3416376113891602 secs
2019-12-17 18:27:31,860 Batch 58 update time: 0.03598308563232422 secs
2019-12-17 18:27:31,863 Batch 58 update metric time 0.0025043487548828125 secs
2019-12-17 18:27:31,864 Batch 58 prepare time 0.0003204345703125 secs
2019-12-17 18:27:31,864 End Batch callbacks time 0.0001800060272216797 secs
2019-12-17 18:27:33,194 Batch 59 compute time: 1.3287019729614258 secs
2019-12-17 18:27:33,229 Batch 59 update time: 0.033586978912353516 secs
2019-12-17 18:27:33,232 Batch 59 update metric time 0.002731800079345703 secs
2019-12-17 18:27:33,233 Batch 59 prepare time 0.00047278404235839844 secs
2019-12-17 18:27:33,233 End Batch callbacks time 0.0001976490020751953 secs
2019-12-17 18:27:34,570 Batch 60 compute time: 1.335231065750122 secs
2019-12-17 18:27:34,602 Batch 60 update time: 0.03125905990600586 secs
2019-12-17 18:27:34,605 Batch 60 update metric time 0.0025191307067871094 secs
2019-12-17 18:27:34,605 Batch 60 prepare time 0.0003097057342529297 secs
2019-12-17 18:27:34,606 Epoch[4] Batch [50-60]	Speed: 11.62 samples/sec	accuracy=0.850000
2019-12-17 18:27:34,606 End Batch callbacks time 0.00043773651123046875 secs
2019-12-17 18:27:35,948 Batch 61 compute time: 1.3407423496246338 secs
2019-12-17 18:27:35,984 Batch 61 update time: 0.035181283950805664 secs
2019-12-17 18:27:35,988 Batch 61 update metric time 0.0033266544342041016 secs
2019-12-17 18:27:35,989 Batch 61 prepare time 0.0005636215209960938 secs
2019-12-17 18:27:35,989 End Batch callbacks time 0.000247955322265625 secs
2019-12-17 18:27:37,332 Batch 62 compute time: 1.3405022621154785 secs
2019-12-17 18:27:37,366 Batch 62 update time: 0.033808231353759766 secs
2019-12-17 18:27:37,369 Batch 62 update metric time 0.002478361129760742 secs
2019-12-17 18:27:37,371 Batch 62 prepare time 0.0016295909881591797 secs
2019-12-17 18:27:37,371 End Batch callbacks time 0.00014710426330566406 secs
2019-12-17 18:27:38,722 Batch 63 compute time: 1.3490862846374512 secs
2019-12-17 18:27:38,757 Batch 63 update time: 0.03457951545715332 secs
2019-12-17 18:27:38,760 Batch 63 update metric time 0.0026001930236816406 secs
2019-12-17 18:27:38,761 Batch 63 prepare time 0.0003101825714111328 secs
2019-12-17 18:27:38,761 End Batch callbacks time 0.00017976760864257812 secs
2019-12-17 18:27:40,100 Batch 64 compute time: 1.3371305465698242 secs
2019-12-17 18:27:40,144 Batch 64 update time: 0.04276609420776367 secs
2019-12-17 18:27:40,147 Batch 64 update metric time 0.002475738525390625 secs
2019-12-17 18:27:40,147 Batch 64 prepare time 0.0004973411560058594 secs
2019-12-17 18:27:40,148 End Batch callbacks time 0.0001823902130126953 secs
2019-12-17 18:27:41,494 Batch 65 compute time: 1.344550609588623 secs
2019-12-17 18:27:41,527 Batch 65 update time: 0.032854557037353516 secs
2019-12-17 18:27:41,530 Batch 65 update metric time 0.002559661865234375 secs
2019-12-17 18:27:41,531 Batch 65 prepare time 0.0003287792205810547 secs
2019-12-17 18:27:41,531 End Batch callbacks time 0.0001785755157470703 secs
2019-12-17 18:27:42,868 Batch 66 compute time: 1.3346216678619385 secs
2019-12-17 18:27:42,901 Batch 66 update time: 0.03278517723083496 secs
2019-12-17 18:27:42,904 Batch 66 update metric time 0.0025641918182373047 secs
2019-12-17 18:27:42,905 Batch 66 prepare time 0.00047397613525390625 secs
2019-12-17 18:27:42,905 End Batch callbacks time 0.0001087188720703125 secs
2019-12-17 18:27:44,247 Batch 67 compute time: 1.3406031131744385 secs
2019-12-17 18:27:44,282 Batch 67 update time: 0.034041404724121094 secs
2019-12-17 18:27:44,285 Batch 67 update metric time 0.002585887908935547 secs
2019-12-17 18:27:44,286 Batch 67 prepare time 0.00031685829162597656 secs
2019-12-17 18:27:44,286 End Batch callbacks time 0.00017714500427246094 secs
2019-12-17 18:27:45,615 Batch 68 compute time: 1.3268711566925049 secs
2019-12-17 18:27:45,650 Batch 68 update time: 0.034857988357543945 secs
2019-12-17 18:27:45,653 Batch 68 update metric time 0.0025603771209716797 secs
2019-12-17 18:27:45,654 Batch 68 prepare time 0.000499725341796875 secs
2019-12-17 18:27:45,654 End Batch callbacks time 0.00017952919006347656 secs
2019-12-17 18:27:46,980 Batch 69 compute time: 1.3239386081695557 secs
2019-12-17 18:27:47,020 Batch 69 update time: 0.03715085983276367 secs
2019-12-17 18:27:47,022 Batch 69 update metric time 0.0024101734161376953 secs
2019-12-17 18:27:47,023 Batch 69 prepare time 0.0003273487091064453 secs
2019-12-17 18:27:47,024 End Batch callbacks time 0.00018310546875 secs
2019-12-17 18:27:48,345 Batch 70 compute time: 1.3196148872375488 secs
2019-12-17 18:27:48,379 Batch 70 update time: 0.03333711624145508 secs
2019-12-17 18:27:48,381 Batch 70 update metric time 0.002314329147338867 secs
2019-12-17 18:27:48,382 Batch 70 prepare time 0.0004565715789794922 secs
2019-12-17 18:27:48,383 Epoch[4] Batch [60-70]	Speed: 11.61 samples/sec	accuracy=0.881250
2019-12-17 18:27:48,383 End Batch callbacks time 0.0005643367767333984 secs
2019-12-17 18:27:49,726 Batch 71 compute time: 1.3416719436645508 secs
2019-12-17 18:27:49,759 Batch 71 update time: 0.032147884368896484 secs
2019-12-17 18:27:49,762 Batch 71 update metric time 0.0024700164794921875 secs
2019-12-17 18:27:49,763 Batch 71 prepare time 0.0003910064697265625 secs
2019-12-17 18:27:49,763 End Batch callbacks time 0.00010704994201660156 secs
2019-12-17 18:27:51,095 Batch 72 compute time: 1.3303005695343018 secs
2019-12-17 18:27:51,128 Batch 72 update time: 0.03264808654785156 secs
2019-12-17 18:27:51,131 Batch 72 update metric time 0.002734661102294922 secs
2019-12-17 18:27:51,132 Batch 72 prepare time 0.00032830238342285156 secs
2019-12-17 18:27:51,132 End Batch callbacks time 0.00018858909606933594 secs
2019-12-17 18:27:52,470 Batch 73 compute time: 1.335693120956421 secs
2019-12-17 18:27:52,502 Batch 73 update time: 0.03206825256347656 secs
2019-12-17 18:27:52,505 Batch 73 update metric time 0.002392292022705078 secs
2019-12-17 18:27:52,506 Batch 73 prepare time 0.0004553794860839844 secs
2019-12-17 18:27:52,506 End Batch callbacks time 0.00010752677917480469 secs
2019-12-17 18:27:53,845 Batch 74 compute time: 1.337315559387207 secs
2019-12-17 18:27:53,879 Batch 74 update time: 0.032694101333618164 secs
2019-12-17 18:27:53,881 Batch 74 update metric time 0.0023927688598632812 secs
2019-12-17 18:27:53,883 Batch 74 prepare time 0.0011088848114013672 secs
2019-12-17 18:27:53,883 End Batch callbacks time 9.202957153320312e-05 secs
2019-12-17 18:27:55,228 Batch 75 compute time: 1.343848466873169 secs
2019-12-17 18:27:55,267 Batch 75 update time: 0.038172006607055664 secs
2019-12-17 18:27:55,270 Batch 75 update metric time 0.002568483352661133 secs
2019-12-17 18:27:55,271 Batch 75 prepare time 0.0006287097930908203 secs
2019-12-17 18:27:55,272 End Batch callbacks time 0.0002932548522949219 secs
2019-12-17 18:27:56,609 Batch 76 compute time: 1.3351051807403564 secs
2019-12-17 18:27:56,645 Batch 76 update time: 0.0352938175201416 secs
2019-12-17 18:27:56,648 Batch 76 update metric time 0.002485513687133789 secs
2019-12-17 18:27:56,649 Batch 76 prepare time 0.00033926963806152344 secs
2019-12-17 18:27:56,649 End Batch callbacks time 0.00019240379333496094 secs
2019-12-17 18:27:57,997 Batch 77 compute time: 1.3449556827545166 secs
2019-12-17 18:27:58,031 Batch 77 update time: 0.03414320945739746 secs
2019-12-17 18:27:58,034 Batch 77 update metric time 0.002290487289428711 secs
2019-12-17 18:27:58,035 Batch 77 prepare time 0.0006613731384277344 secs
2019-12-17 18:27:58,036 End Batch callbacks time 0.00016427040100097656 secs
2019-12-17 18:27:59,368 Batch 78 compute time: 1.3303687572479248 secs
2019-12-17 18:27:59,404 Batch 78 update time: 0.035959482192993164 secs
2019-12-17 18:27:59,407 Batch 78 update metric time 0.002389669418334961 secs
2019-12-17 18:27:59,409 Batch 78 prepare time 0.0015795230865478516 secs
2019-12-17 18:27:59,410 End Batch callbacks time 0.00019216537475585938 secs
2019-12-17 18:28:00,753 Batch 79 compute time: 1.3409388065338135 secs
2019-12-17 18:28:00,796 Batch 79 update time: 0.04296255111694336 secs
2019-12-17 18:28:00,799 Batch 79 update metric time 0.002475738525390625 secs
2019-12-17 18:28:00,800 Batch 79 prepare time 0.0005676746368408203 secs
2019-12-17 18:28:00,801 End Batch callbacks time 0.0001819133758544922 secs
2019-12-17 18:28:02,129 Batch 80 compute time: 1.3261480331420898 secs
2019-12-17 18:28:02,165 Batch 80 update time: 0.03577685356140137 secs
2019-12-17 18:28:02,168 Batch 80 update metric time 0.0024445056915283203 secs
2019-12-17 18:28:02,169 Batch 80 prepare time 0.0003380775451660156 secs
2019-12-17 18:28:02,170 Epoch[4] Batch [70-80]	Speed: 11.61 samples/sec	accuracy=0.843750
2019-12-17 18:28:02,170 End Batch callbacks time 0.0009477138519287109 secs
2019-12-17 18:28:03,499 Batch 81 compute time: 1.3270235061645508 secs
2019-12-17 18:28:03,533 Batch 81 update time: 0.032839298248291016 secs
2019-12-17 18:28:03,535 Batch 81 update metric time 0.002445220947265625 secs
2019-12-17 18:28:03,536 Batch 81 prepare time 0.0003368854522705078 secs
2019-12-17 18:28:03,537 End Batch callbacks time 0.00027108192443847656 secs
2019-12-17 18:28:04,858 Batch 82 compute time: 1.3187243938446045 secs
2019-12-17 18:28:04,892 Batch 82 update time: 0.03386569023132324 secs
2019-12-17 18:28:04,895 Batch 82 update metric time 0.002561330795288086 secs
2019-12-17 18:28:04,896 Batch 82 prepare time 0.0005846023559570312 secs
2019-12-17 18:28:04,897 End Batch callbacks time 0.00017690658569335938 secs
2019-12-17 18:28:06,231 Batch 83 compute time: 1.3320786952972412 secs
2019-12-17 18:28:06,264 Batch 83 update time: 0.03254985809326172 secs
2019-12-17 18:28:06,267 Batch 83 update metric time 0.002505779266357422 secs
2019-12-17 18:28:06,268 Batch 83 prepare time 0.0003516674041748047 secs
2019-12-17 18:28:06,269 End Batch callbacks time 0.00018405914306640625 secs
2019-12-17 18:28:07,610 Batch 84 compute time: 1.338902473449707 secs
2019-12-17 18:28:07,647 Batch 84 update time: 0.03682541847229004 secs
2019-12-17 18:28:07,650 Batch 84 update metric time 0.0023679733276367188 secs
2019-12-17 18:28:07,652 Batch 84 prepare time 0.0018491744995117188 secs
2019-12-17 18:28:07,653 End Batch callbacks time 0.0001857280731201172 secs
2019-12-17 18:28:08,993 Batch 85 compute time: 1.338381290435791 secs
2019-12-17 18:28:09,028 Batch 85 update time: 0.035085439682006836 secs
2019-12-17 18:28:09,031 Batch 85 update metric time 0.002352476119995117 secs
2019-12-17 18:28:09,032 Batch 85 prepare time 0.00032639503479003906 secs
2019-12-17 18:28:09,033 End Batch callbacks time 0.0002701282501220703 secs
2019-12-17 18:28:10,370 Batch 86 compute time: 1.3349454402923584 secs
2019-12-17 18:28:10,402 Batch 86 update time: 0.03224539756774902 secs
2019-12-17 18:28:10,405 Batch 86 update metric time 0.0023469924926757812 secs
2019-12-17 18:28:10,407 Batch 86 prepare time 0.0013186931610107422 secs
2019-12-17 18:28:10,407 End Batch callbacks time 8.654594421386719e-05 secs
2019-12-17 18:28:11,747 Batch 87 compute time: 1.337972640991211 secs
2019-12-17 18:28:11,785 Batch 87 update time: 0.038326263427734375 secs
2019-12-17 18:28:11,788 Batch 87 update metric time 0.0023658275604248047 secs
2019-12-17 18:28:11,789 Batch 87 prepare time 0.0003094673156738281 secs
2019-12-17 18:28:11,790 End Batch callbacks time 0.0003039836883544922 secs
2019-12-17 18:28:13,127 Batch 88 compute time: 1.3349425792694092 secs
2019-12-17 18:28:13,162 Batch 88 update time: 0.034267425537109375 secs
2019-12-17 18:28:13,164 Batch 88 update metric time 0.002416849136352539 secs
2019-12-17 18:28:13,165 Batch 88 prepare time 0.0005681514739990234 secs
2019-12-17 18:28:13,166 End Batch callbacks time 0.00024056434631347656 secs
2019-12-17 18:28:14,507 Batch 89 compute time: 1.3388903141021729 secs
2019-12-17 18:28:14,543 Batch 89 update time: 0.03543663024902344 secs
2019-12-17 18:28:14,546 Batch 89 update metric time 0.0023758411407470703 secs
2019-12-17 18:28:14,546 Batch 89 prepare time 0.0003418922424316406 secs
2019-12-17 18:28:14,547 End Batch callbacks time 0.00028443336486816406 secs
2019-12-17 18:28:15,885 Batch 90 compute time: 1.3357224464416504 secs
2019-12-17 18:28:15,917 Batch 90 update time: 0.03226804733276367 secs
2019-12-17 18:28:15,920 Batch 90 update metric time 0.002429962158203125 secs
2019-12-17 18:28:15,921 Batch 90 prepare time 0.00030803680419921875 secs
2019-12-17 18:28:15,921 Epoch[4] Batch [80-90]	Speed: 11.64 samples/sec	accuracy=0.843750
2019-12-17 18:28:15,922 End Batch callbacks time 0.0004420280456542969 secs
2019-12-17 18:28:17,257 Batch 91 compute time: 1.3333051204681396 secs
2019-12-17 18:28:17,309 Batch 91 update time: 0.052107810974121094 secs
2019-12-17 18:28:17,312 Batch 91 update metric time 0.002467632293701172 secs
2019-12-17 18:28:17,313 Batch 91 prepare time 0.0004711151123046875 secs
2019-12-17 18:28:17,313 End Batch callbacks time 0.0001823902130126953 secs
2019-12-17 18:28:18,643 Batch 92 compute time: 1.3276877403259277 secs
2019-12-17 18:28:18,673 Batch 92 update time: 0.029332399368286133 secs
2019-12-17 18:28:18,676 Batch 92 update metric time 0.0026657581329345703 secs
2019-12-17 18:28:18,676 Batch 92 prepare time 0.00030159950256347656 secs
2019-12-17 18:28:18,677 End Batch callbacks time 0.00019216537475585938 secs
2019-12-17 18:28:20,004 Batch 93 compute time: 1.3257312774658203 secs
2019-12-17 18:28:20,042 Batch 93 update time: 0.03539729118347168 secs
2019-12-17 18:28:20,045 Batch 93 update metric time 0.002384185791015625 secs
2019-12-17 18:28:20,046 Batch 93 prepare time 0.00044465065002441406 secs
2019-12-17 18:28:20,046 End Batch callbacks time 0.00019097328186035156 secs
2019-12-17 18:28:21,378 Batch 94 compute time: 1.3301689624786377 secs
2019-12-17 18:28:21,411 Batch 94 update time: 0.031952619552612305 secs
2019-12-17 18:28:21,414 Batch 94 update metric time 0.0024487972259521484 secs
2019-12-17 18:28:21,414 Batch 94 prepare time 0.0003108978271484375 secs
2019-12-17 18:28:21,415 End Batch callbacks time 0.0001728534698486328 secs
2019-12-17 18:28:22,744 Batch 95 compute time: 1.3278114795684814 secs
2019-12-17 18:28:22,771 Batch 95 update time: 0.02664947509765625 secs
2019-12-17 18:28:22,775 Batch 95 update metric time 0.0026917457580566406 secs
2019-12-17 18:28:22,775 Batch 95 prepare time 0.0004429817199707031 secs
2019-12-17 18:28:22,776 End Batch callbacks time 0.00018644332885742188 secs
2019-12-17 18:28:24,125 Batch 96 compute time: 1.3478672504425049 secs
2019-12-17 18:28:24,161 Batch 96 update time: 0.03543591499328613 secs
2019-12-17 18:28:24,164 Batch 96 update metric time 0.002614259719848633 secs
2019-12-17 18:28:24,165 Batch 96 prepare time 0.0004000663757324219 secs
2019-12-17 18:28:24,166 End Batch callbacks time 0.0003170967102050781 secs
2019-12-17 18:28:25,511 Batch 97 compute time: 1.343271255493164 secs
2019-12-17 18:28:25,548 Batch 97 update time: 0.03672146797180176 secs
2019-12-17 18:28:25,551 Batch 97 update metric time 0.002521991729736328 secs
2019-12-17 18:28:25,552 Batch 97 prepare time 0.0005903244018554688 secs
2019-12-17 18:28:25,553 End Batch callbacks time 0.0002593994140625 secs
2019-12-17 18:28:26,897 Batch 98 compute time: 1.3420655727386475 secs
2019-12-17 18:28:26,930 Batch 98 update time: 0.03217339515686035 secs
2019-12-17 18:28:26,933 Batch 98 update metric time 0.00244140625 secs
2019-12-17 18:28:26,933 Batch 98 prepare time 0.0003254413604736328 secs
2019-12-17 18:28:26,934 End Batch callbacks time 0.00026869773864746094 secs
2019-12-17 18:28:28,274 Batch 99 compute time: 1.3379530906677246 secs
2019-12-17 18:28:28,306 Batch 99 update time: 0.032190799713134766 secs
2019-12-17 18:28:28,310 Batch 99 update metric time 0.0031273365020751953 secs
2019-12-17 18:28:28,311 Batch 99 prepare time 0.0005474090576171875 secs
2019-12-17 18:28:28,311 End Batch callbacks time 0.00011014938354492188 secs
2019-12-17 18:28:29,639 Batch 100 compute time: 1.3260161876678467 secs
2019-12-17 18:28:29,672 Batch 100 update time: 0.032758235931396484 secs
2019-12-17 18:28:29,675 Batch 100 update metric time 0.0023708343505859375 secs
2019-12-17 18:28:29,676 Batch 100 prepare time 0.0003075599670410156 secs
2019-12-17 18:28:29,676 Epoch[4] Batch [90-100]	Speed: 11.63 samples/sec	accuracy=0.900000
2019-12-17 18:28:29,676 End Batch callbacks time 0.00046563148498535156 secs
2019-12-17 18:28:31,025 Batch 101 compute time: 1.34755277633667 secs
2019-12-17 18:28:31,060 Batch 101 update time: 0.03390693664550781 secs
2019-12-17 18:28:31,063 Batch 101 update metric time 0.0024552345275878906 secs
2019-12-17 18:28:31,063 Batch 101 prepare time 0.0003216266632080078 secs
2019-12-17 18:28:31,064 End Batch callbacks time 0.0001888275146484375 secs
2019-12-17 18:28:32,404 Batch 102 compute time: 1.3382456302642822 secs
2019-12-17 18:28:32,436 Batch 102 update time: 0.032279253005981445 secs
2019-12-17 18:28:32,439 Batch 102 update metric time 0.002607107162475586 secs
2019-12-17 18:28:32,440 Batch 102 prepare time 0.0004773139953613281 secs
2019-12-17 18:28:32,441 End Batch callbacks time 0.0001842975616455078 secs
2019-12-17 18:28:33,784 Batch 103 compute time: 1.3416738510131836 secs
2019-12-17 18:28:33,818 Batch 103 update time: 0.03324747085571289 secs
2019-12-17 18:28:33,821 Batch 103 update metric time 0.002694368362426758 secs
2019-12-17 18:28:33,821 Batch 103 prepare time 0.0003154277801513672 secs
2019-12-17 18:28:33,822 End Batch callbacks time 0.00017714500427246094 secs
2019-12-17 18:28:35,169 Batch 104 compute time: 1.3452179431915283 secs
2019-12-17 18:28:35,206 Batch 104 update time: 0.0369722843170166 secs
2019-12-17 18:28:35,209 Batch 104 update metric time 0.0025663375854492188 secs
2019-12-17 18:28:35,210 Batch 104 prepare time 0.0004544258117675781 secs
2019-12-17 18:28:35,211 End Batch callbacks time 0.0001780986785888672 secs
2019-12-17 18:28:36,550 Batch 105 compute time: 1.3380179405212402 secs
